file	label	t	f0	F1	F2	F3	H1c	H2c	H4c	A1c	A2c	A3c	H2Ku	H5Ku	H1u	H2u	H4u	A1u	A2u	A3u	B1	B2	B3	H1H2c	H2H4c	H1A1c	H1A2c	H1A3c	H2KH5Ku	H1H2u	H2H4u	H1A1u	H1A2u	H1A3u	CPP	HNR05	HNR15	HNR25	HNR35	intensity
 1.wav	a	0.908	113.87728165873197	802.155	1463.249	2763.193	72.97244949634947	68.91687661800661	51.162808759335135	43.11455849957122	51.203510084863076	56.94903333208861	53.74643527463134	35.274466961086894	73.20208794013885	69.85992084282495	55.425386470828656	72.553338645539	74.35700565369251	56.82700249043669	38.77506820426096	44.05953259564996	104.58759805808468	4.055572878342858	17.754067858671476	29.857890996778252	21.768939411486393	16.02341616426086	18.471968313544444	3.3421670973139044	14.434534371996293	0.6487492945998525	-1.1549177135536581	16.375085449702162	19.361	14.833898165859353	3.4207733674921696	2.717752027781519	2.6030552330769985	43.582471323581096
 1.wav	a	0.913	112.08743218813567	841.147	1481.345	2758.074	72.44794327193499	64.17736974934962	46.774544611412864	40.58091316016896	46.76959133759155	51.336644777173724	51.55346535486548	36.45745141266478	72.65352070183476	65.01878100928417	50.510521103250255	70.71353625336354	70.90326155491778	52.55807166912706	38.756667060767924	44.13457486392627	103.65275199489773	8.270573522585366	17.40282513793676	31.867030111766027	25.67835193434344	21.111298494761265	15.096013942200699	7.634739692550596	14.508259906033913	1.9399844484712219	1.7502591469169886	20.095449032707705	17.829	8.303344112230276	1.5788168746159315	1.7187395992177308	1.6146268952529192	42.55421408001121
 1.wav	a	0.918	0	841.147	1481.345	2758.074	0	0	0	-33.70898732909333	-27.709134355438295	-4.7939632456468715	0	0	0	0	0	0	0	0	25.675367168181452	29.2381027673551	68.6674749737554	0	0	33.70898732909333	27.709134355438295	4.7939632456468715	0	0	0	0	0	0	0	0	0	0	0	0
 1.wav	a	0.923	0	841.147	1481.345	2758.074	0	0	0	-33.70898732909333	-27.709134355438295	-4.7939632456468715	0	0	0	0	0	0	0	0	25.675367168181452	29.2381027673551	68.6674749737554	0	0	33.70898732909333	27.709134355438295	4.7939632456468715	0	0	0	0	0	0	0	0	0	0	0	0
 1.wav	a	0.928	0	841.147	1481.345	2758.074	0	0	0	-33.70898732909333	-27.709134355438295	-4.7939632456468715	0	0	0	0	0	0	0	0	25.675367168181452	29.2381027673551	68.6674749737554	0	0	33.70898732909333	27.709134355438295	4.7939632456468715	0	0	0	0	0	0	0	0	0	0	0	0
 1.wav	a	0.933	0	841.147	1481.345	2758.074	0	0	0	-33.70898732909333	-27.709134355438295	-4.7939632456468715	0	0	0	0	0	0	0	0	25.675367168181452	29.2381027673551	68.6674749737554	0	0	33.70898732909333	27.709134355438295	4.7939632456468715	0	0	0	0	0	0	0	0	0	0	0	0
 1.wav	a	0.938	0	841.147	1481.345	2758.074	0	0	0	-33.70898732909333	-27.709134355438295	-4.7939632456468715	0	0	0	0	0	0	0	0	25.675367168181452	29.2381027673551	68.6674749737554	0	0	33.70898732909333	27.709134355438295	4.7939632456468715	0	0	0	0	0	0	0	0	0	0	0	0
2.wav	b	0.684	0	1626.281	2493.239	3754.674	0	0	0	-39.22356581106316	-30.44612457687232	-15.40823304051534	0	0	0	0	0	0	0	0	31.221583794271062	56.65058934513793	124.74794121388527	0	0	39.22356581106316	30.44612457687232	15.40823304051534	0	0	0	0	0	0	0	0	0	0	0	0
 2.wav	b	0.689	0	1626.281	2493.239	3754.674	0	0	0	-39.22356581106316	-30.44612457687232	-15.40823304051534	0	0	0	0	0	0	0	0	31.221583794271062	56.65058934513793	124.74794121388527	0	0	39.22356581106316	30.44612457687232	15.40823304051534	0	0	0	0	0	0	0	0	0	0	0	0
 2.wav	b	0.694	0	1626.281	2493.239	3754.674	0	0	0	-39.22356581106316	-30.44612457687232	-15.40823304051534	0	0	0	0	0	0	0	0	31.221583794271062	56.65058934513793	124.74794121388527	0	0	39.22356581106316	30.44612457687232	15.40823304051534	0	0	0	0	0	0	0	0	0	0	0	0
 2.wav	b	0.699	0	1626.281	2493.239	3754.674	0	0	0	-39.22356581106316	-30.44612457687232	-15.40823304051534	0	0	0	0	0	0	0	0	31.221583794271062	56.65058934513793	124.74794121388527	0	0	39.22356581106316	30.44612457687232	15.40823304051534	0	0	0	0	0	0	0	0	0	0	0	0
 2.wav	b	0.704	0	1626.281	2493.239	3754.674	0	0	0	-39.22356581106316	-30.44612457687232	-15.40823304051534	0	0	0	0	0	0	0	0	31.221583794271062	56.65058934513793	124.74794121388527	0	0	39.22356581106316	30.44612457687232	15.40823304051534	0	0	0	0	0	0	0	0	0	0	0	0
 2.wav	b	0.709	156.24473748853322	1626.281	2493.239	3754.674	60.70789239723129	32.35468188809138	32.69855372472802	1.3395398943947718	7.838549313050635	19.72418575905708	34.439843269346	27.456818572233587	60.823233129416145	32.82142432831009	34.659728572258146	35.896355766951636	33.624317774423524	30.474291226838133	53.39525726659891	96.88402780332781	213.34434724660565	28.353210509139913	-0.34387183663664445	59.368352502836515	52.869343084180656	40.98370663817421	6.983024697112413	28.00180880110606	-1.838304243948059	24.92687736246451	27.19891535499262	30.348941902578012	13.753	8.308687812003487	3.6843936788703004	2.0688894719210773	1.5712007971774948	27.667697291568896
 2.wav	b	0.714	153.58769090923857	1633.467	2410.406	3583.015	66.43890714396235	42.98565005398755	28.6608127470915	5.098715369439482	8.707601016577275	15.34063573200369	36.20092732809854	28.505874295630132	66.551972664284	43.44296522716071	30.578146507691493	40.249224683095306	35.97587248320528	27.975412895559238	53.212345355008296	90.4232593450596	193.86537282829772	23.453257089974805	14.324837306896047	61.34019177452287	57.73130612738508	51.09827141195866	7.6950530324684046	23.10900743712328	12.86481871946922	26.302747981188688	30.576100181078715	38.576559768724756	14.41	11.460056888817416	9.951387956159708	9.231509987415734	9.021121431839362	29.236064630185226
 2.wav	b	0.719	151.57138779409388	1608.962	2431.894	3366.222	68.5281006648753	52.47382959193828	32.35622290053159	10.968321981689115	10.57250836566277	12.174369552868036	36.30671059136689	26.957587062080407	68.63991448173375	52.92609657012805	34.25270712052273	45.801585977676126	37.073090289347306	28.745865381594868	52.277364380242396	91.39590370187463	171.09480253230984	16.05427107293702	20.117606691406685	57.55977868318618	57.955592299212526	56.35373111200726	9.34912352928648	15.713817911605702	18.673389449605324	22.83832850405763	31.56682419238645	39.894049100138886	15.36	8.432530332553064	8.217725922755474	7.953211527205029	7.902898661071084	30.535361431749433
 2.wav	b	0.724	150.36445664691502	226.224	1624.878	2482.864	64.46508531535979	60.04343552337458	54.03597920466704	52.38846646688848	56.23896237158275	53.14368834493971	37.48515112908763	23.135420803375126	68.8713843336539	61.90787885788954	39.84052082520067	62.506361607827984	52.269150188435816	37.967423633288305	73.64374551038927	52.52347308560369	94.63582185651974	4.421649791985203	6.00745631870754	12.076618848471306	8.226122943777035	11.321396970420075	14.349730325712507	6.96350547576435	22.067358032688873	6.365022725825909	16.602234145218077	30.903960700365587	16.519	3.8676551799497343	3.8092787007990534	3.6656221957276096	3.648558401214031	31.626445585389064
 2.wav	b	0.729	149.90177373711006	241.917	1626.996	2576.559	65.79448491602233	60.95944381289634	55.56060323044687	53.80525895822011	57.77020245879223	54.90172566371659	40.339866409624456	21.759772137702136	69.64323702080534	65.50944358132747	42.741659743401925	65.0107259108199	54.93001301965752	38.89500819627416	69.3258126511369	52.514098914191635	101.30523206651772	4.835041103125988	5.398840582449466	11.98922595780222	8.0242824572301	10.892759252305737	18.58009427192232	4.13379343947787	22.76778383792555	4.632511109985444	14.713224001147822	30.748228824531182	17.706	6.841187101592534	6.7343481225693225	6.21228389215746	6.176140619515467	32.58985089110999
 2.wav	b	0.734	149.8614197110419	259.389	1618.589	2541.871	67.496729697651	59.31033636306462	56.006523284048015	54.68441858168441	56.25860322923837	52.23048372019319	38.26897749706389	24.941698123552598	70.84208082972756	67.06241273440823	44.63549999168367	67.06241273440823	54.70241024552819	37.98361090067948	64.9142284449988	52.28648987318863	98.73821229939793	8.186393334586384	3.3038130790166065	12.812311115966594	11.238126468412638	15.266245977457814	13.327279373511288	3.7796680953193373	22.426912742724554	3.7796680953193373	16.139670584199372	32.858469929048084	17.472	9.488541983440719	9.300419101410803	8.694231969252954	8.653398822800275	33.5740609727467
 2.wav	b	0.739	149.84032491440325	267.562	1615.494	2520.864	68.33460712307323	58.96305921328231	55.79511407101694	55.42303183942289	55.25918071438703	51.502750943466495	38.71710492996155	25.730378951865553	71.47383416613465	68.33821108007956	45.08540682903955	68.33821108007956	54.27242021300566	38.176918474303974	62.95943451828533	52.20272594752571	97.20930533042345	9.37154790979092	3.167945142265367	12.911575283650336	13.075426408686198	16.83185617960673	12.986725978095997	3.135623086055091	23.25280425104001	3.135623086055091	17.20141395312899	33.29691569183068	18.389	11.709519507625657	11.461134238479172	10.578134778289803	10.526958973196612	34.82412380642995
 2.wav	b	0.744	149.52155462260674	273.198	1603.62	2628.828	68.70724281553737	58.67139837082947	54.67252179151181	56.00822518701948	55.35954857331994	53.47493522584128	34.857896018001405	25.377612858433693	71.7013718784934	69.29969125891249	44.469416564836315	69.29969125891249	54.860948356252905	38.07042234742572	61.601523235461755	51.85253816777497	105.14163271720282	10.035844444707898	3.9988765793176597	12.699017628517893	13.347694242217429	15.232307589696092	9.480283159567712	2.4016806195809153	24.830274694076174	2.4016806195809153	16.8404235222405	33.630949531067685	12.386	20.030882139013922	19.059918460369886	17.624056357252925	17.447193730452508	36.57803673551766
 2.wav	b	0.749	148.77808277641122	277.842	1600.094	2669.73	68.79026063760287	58.34559496516879	53.63188590637262	56.54343540080684	56.81716658020777	54.36462094359035	38.91549541700493	23.909873826452078	71.64992222918755	70.15153552256903	43.89545779521409	70.15153552256903	56.66523332616026	38.39883667804402	60.43056594364062	51.65912134553046	108.08243939278759	10.444665672434077	4.7137090587961765	12.246825236796028	11.973094057395102	14.425639694012517	15.005621590552849	1.4983867066185184	26.256077727354942	1.4983867066185184	14.98468890302729	33.25108555114353	13.325	21.940764264743315	20.57547231203758	18.34077355730107	18.17629711568086	38.79458076337655
 2.wav	b	0.754	147.6668178936302	282.83	1605.938	2550.731	68.66493121682413	57.982930149603504	54.287606529459254	57.1047585434588	57.83516950568453	50.37294189836045	42.03206219464179	22.123482558590343	71.3746125229546	71.05422290148014	45.0781337998147	71.05422290148014	57.96283375482072	37.24373778912684	59.15250642441062	51.65100318716546	98.79657833231187	10.682001067220625	3.6953236201442508	11.56017267336533	10.829761711139597	18.291989318463678	19.908579636051446	0.3203896214744617	25.976089101665444	0.3203896214744617	13.411778768133885	34.13087473382777	13.56	22.959665485415353	21.12746630832992	18.60535657744456	18.462160066034993	41.207467131460774
 2.wav	b	0.759	146.23550868343153	286.293	1598.488	2472.912	68.43394938892094	58.36970062058825	53.84807411799049	58.09778819348678	59.377700906535466	47.269820211777244	45.55000607370677	24.622261704757875	71.01972397768189	72.30197174141664	45.11558864427502	72.30197174141664	59.826297855996756	35.91467900418098	58.17968208027327	51.262857911868394	92.8889397539185	10.064248768332689	4.521626502597755	10.336161195434158	9.05624848238547	21.164129177143693	20.927744368948893	-1.2822477637347447	27.186383097141615	-1.2822477637347447	11.193426121685135	35.10504497350091	15.405	22.196452931637918	20.714112822723976	16.48784680929787	16.335390336275374	43.52080303063975
 2.wav	b	0.764	144.6352542203569	269.986	1615.11	2528.064	68.26938500406362	62.44460623240753	53.1623145632538	60.738256817029225	66.00884561291839	59.63145733275729	52.70300016802901	27.070545924108554	71.11222054691551	73.93137003531237	43.320911329494855	73.93137003531237	65.30283686140304	46.4189598406852	61.516056646544854	51.458185056176504	96.3538629108746	5.824778771656092	9.282291669153729	7.531128187034398	2.2605393911452296	8.637927671306329	25.632454243920453	-2.81914948839686	30.610458705817514	-2.81914948839686	5.809383685512472	24.693260706230312	15.12	17.325238890057275	16.317868482143787	11.218157420689145	10.977372891173289	45.59510527213114
 2.wav	b	0.769	143.46530258459745	326.254	1646.924	2707.83	70.14466421714616	63.72889515209138	62.4417091889385	59.91706140312142	70.03582393866328	69.52377710838057	62.810673309593916	31.10677881549805	72.03567504247245	75.45789443491014	57.15920832848164	76.57635134144164	72.38102599525826	56.506003954875574	50.160186334485104	52.131247924384574	109.47575079733203	6.415769065054775	1.2871859631528793	10.227602814024735	0.10884027848287303	0.6208871087655865	31.703894494095866	-3.4222193924376967	18.298686106428505	-4.5406762989691885	-0.3453509527858074	15.529671087596874	17.04	11.00018747614433	9.63083492913485	5.165669407432753	4.912739029901393	47.35995940205221
 2.wav	b	0.774	143.41430939638784	503.927	1655.733	2896.659	72.7805865555037	74.32870548944098	58.09561153162628	56.084458549215555	67.44035235675781	71.97431725951651	68.33982309344546	37.82469847939554	73.57653434259623	77.97164849828891	69.47548573078846	79.15297936195807	77.71283006065426	63.28014737945507	39.09010634029267	52.364934718110455	124.82219716848513	-1.5481189339372747	16.233093957814695	16.69612800628815	5.34023419874589	0.8062692959871924	30.515124614049917	-4.395114155692681	8.49616276750045	-5.576445019361842	-4.136295718058022	10.29638696314116	15.942	2.6238249827060005	0.6561349110015341	2.2003248333756047	2.0309417141355404	48.845377326978564
 2.wav	b	0.779	0	503.927	1655.733	2896.659	0	0	0	-27.421322563403848	-14.623608878533304	4.344872228907345	0	0	0	0	0	0	0	0	23.66396471605162	31.700143170253515	75.56357211876941	0	0	27.421322563403848	14.623608878533304	-4.344872228907345	0	0	0	0	0	0	0	0	0	0	0	0
 2.wav	b	0.784	0	503.927	1655.733	2896.659	0	0	0	-27.421322563403848	-14.623608878533304	4.344872228907345	0	0	0	0	0	0	0	0	23.66396471605162	31.700143170253515	75.56357211876941	0	0	27.421322563403848	14.623608878533304	-4.344872228907345	0	0	0	0	0	0	0	0	0	0	0	0
 2.wav	b	0.789	0	503.927	1655.733	2896.659	0	0	0	-27.421322563403848	-14.623608878533304	4.344872228907345	0	0	0	0	0	0	0	0	23.66396471605162	31.700143170253515	75.56357211876941	0	0	27.421322563403848	14.623608878533304	-4.344872228907345	0	0	0	0	0	0	0	0	0	0	0	0
 2.wav	b	0.794	0	503.927	1655.733	2896.659	0	0	0	-27.421322563403848	-14.623608878533304	4.344872228907345	0	0	0	0	0	0	0	0	23.66396471605162	31.700143170253515	75.56357211876941	0	0	27.421322563403848	14.623608878533304	-4.344872228907345	0	0	0	0	0	0	0	0	0	0	0	0
 2.wav	b	0.799	0	503.927	1655.733	2896.659	0	0	0	-27.421322563403848	-14.623608878533304	4.344872228907345	0	0	0	0	0	0	0	0	23.66396471605162	31.700143170253515	75.56357211876941	0	0	27.421322563403848	14.623608878533304	-4.344872228907345	0	0	0	0	0	0	0	0	0	0	0	0
2.wav	u	0.745	0	387.924	1651.788	2789.088	0	0	0	-24.183252235270977	-9.77007241000807	7.10755894490778	0	0	0	0	0	0	0	0	25.4006437571713	31.63451386334923	70.17760229846456	0	0	24.183252235270977	9.77007241000807	-7.10755894490778	0	0	0	0	0	0	0	0	0	0	0	0
 2.wav	u	0.75	0	387.924	1651.788	2789.088	0	0	0	-24.183252235270977	-9.77007241000807	7.10755894490778	0	0	0	0	0	0	0	0	25.4006437571713	31.63451386334923	70.17760229846456	0	0	24.183252235270977	9.77007241000807	-7.10755894490778	0	0	0	0	0	0	0	0	0	0	0	0
 2.wav	u	0.755	0	387.924	1651.788	2789.088	0	0	0	-24.183252235270977	-9.77007241000807	7.10755894490778	0	0	0	0	0	0	0	0	25.4006437571713	31.63451386334923	70.17760229846456	0	0	24.183252235270977	9.77007241000807	-7.10755894490778	0	0	0	0	0	0	0	0	0	0	0	0
 2.wav	u	0.76	0	387.924	1651.788	2789.088	0	0	0	-24.183252235270977	-9.77007241000807	7.10755894490778	0	0	0	0	0	0	0	0	25.4006437571713	31.63451386334923	70.17760229846456	0	0	24.183252235270977	9.77007241000807	-7.10755894490778	0	0	0	0	0	0	0	0	0	0	0	0
 2.wav	u	0.765	0	387.924	1651.788	2789.088	0	0	0	-24.183252235270977	-9.77007241000807	7.10755894490778	0	0	0	0	0	0	0	0	25.4006437571713	31.63451386334923	70.17760229846456	0	0	24.183252235270977	9.77007241000807	-7.10755894490778	0	0	0	0	0	0	0	0	0	0	0	0
 2.wav	u	0.77	143.34662395938065	387.924	1651.788	2789.088	70.98246602670632	68.86283298480564	60.34301845160587	57.54133768647183	68.30580444481564	69.33400918204411	64.41045482906051	32.14998467473147	72.31067546566244	75.83179062134039	59.96256307219774	77.38041400500504	73.73411613661256	57.88611142252752	41.95108252528686	52.24679005838257	115.90361305777803	2.119633041900684	8.519814533199764	13.441128340234492	2.6766615818906843	1.6484568446622063	32.26047015432904	-3.521115155677947	15.86922754914265	-5.069738539342595	-1.4234406709501144	14.424564043134922	15.43	8.266328587780063	7.165499258145282	5.118576699288378	4.529930947656846	47.69192241850577
 2.wav	u	0.775	143.5597058350139	511.981	1654.704	2897.555	73.181001581924	76.45687753648036	55.88656438571657	57.70518222927227	67.71059151697499	73.05554514506427	68.80094393541273	38.65311441475174	73.95500806093226	79.98163421632873	68.3777986986829	80.90619436269655	78.29447328796923	64.60989357117663	39.24765902816792	52.35752038904733	124.94779934284773	-3.275875954556369	20.570313150763795	15.475819352651726	5.470410064949007	0.12545643685972152	30.14782952066099	-6.026626155396471	11.603835517645834	-6.951186301764295	-4.339465227036968	9.34511448975563	16.16	5.091327111665257	1.2792907218611047	2.532909928646567	2.2892323671013863	49.11590399174804
 2.wav	u	0.78	144.84965613405203	525.697	1649.608	2915.039	75.07960812858127	78.03461616935539	65.91920395896514	62.547842306153626	67.26177950940789	76.82724936580206	68.43086364604889	40.18055720311469	75.830028525221	81.43213490533094	79.89023123265447	85.95269407098368	78.37929036040478	68.43782212777079	39.619435423781674	52.40310851311722	126.87766530413214	-2.9550080407741177	12.115412210390247	12.531765822427644	7.817828619173383	-1.7476412372207903	28.250306442934203	-5.602106380109944	1.5419036726764688	-10.122665545762686	-2.549261835183785	7.3922063974502095	15.358	5.1250677569928405	3.343490893614079	-0.45367376903807644	-0.5542863389008732	50.31148305111783
 2.wav	u	0.785	146.73076643626655	535.508	1639.428	2943.965	76.65401197568752	78.32437900728576	68.62458071153472	61.95244549096339	65.32005322393076	77.08434660794023	64.37619948836657	41.029867464145454	77.39924490218608	81.69149488620297	83.14987786244808	85.48835949079881	76.86231945643212	68.32274934511135	39.98335326327055	52.39575522981026	130.0239753437447	-1.6703670315982322	9.699798295751037	14.701566484724133	11.333958751756768	-0.43033463225270907	23.346332024221113	-4.292249984016891	-1.4583829762451046	-8.08911458861273	0.5369254457539654	9.076495557074736	14.632	4.001737449052215	1.0052088572975122	0.4016963751296039	0.17847129747404641	51.32615546175161
 2.wav	u	0.79	148.75257245512495	569.778	1602.668	2940.113	78.13749241906245	78.80014725365005	64.03474301420397	59.91827080437453	64.48563681573539	73.55671274042493	62.66619564216035	41.658955220052874	78.82384480215902	81.85648683663177	84.0285391480918	84.0285391480918	77.60403330055414	65.36396105226322	40.71787519194575	51.7205187349128	130.40566809323272	-0.6626548345875989	14.765404239446084	18.219221614687925	13.651855603327064	4.580779678637526	21.00724042210748	-3.032642034472758	-2.172052311460021	-5.204694345932779	1.2198115016048803	13.459883749895795	17.358	7.045517267540815	2.3431943381381597	1.1447443992214277	1.0478955843947693	52.2257044094047
 2.wav	u	0.795	150.5589082404093	590.146	1566.423	2906.048	78.96035725288891	79.0664609323433	63.6501161074648	62.33588032797024	66.32393521742479	75.26445847900655	62.12476308014497	42.944531442325875	79.62384449206036	82.00161728429947	86.80662504853773	86.80662504853773	80.51043127505352	67.68690704486335	41.19223488150704	51.08482353641247	128.0855053163978	-0.10610367945439236	15.416344824878507	16.624476924918675	12.636422035464122	3.6958987738823623	19.180231637819098	-2.3777727922391136	-4.805007764238255	-7.182780556477368	-0.8865867829931631	11.93693744719701	23.683	9.373542258323928	3.5782051345223054	2.60440811635398	2.487761248791654	53.043190183148965
 2.wav	u	0.8	151.99207892033033	605.94	1534.955	2905.426	79.30825834178034	79.13505512294284	64.48538564836264	64.4404826554237	68.16258579597533	77.79915188665842	63.88734922090432	44.689693650660864	79.95676823599156	81.99064517838727	89.20732569511148	89.20732569511148	83.21224107102591	70.18473902445376	41.55029624762401	50.55991365659755	128.52697886023722	0.17320321883750012	14.649669474580207	14.867775686356651	11.145672545805013	1.5091064551219233	19.197655570243455	-2.0338769423957075	-7.21668051672421	-9.250557459119918	-3.255472835034354	9.772029211537799	26.343	10.14757897802512	5.588351355841493	5.601786828610984	5.491400978447221	53.80588707646524
 2.wav	u	0.805	153.0379545350934	619.496	1520.73	2822.915	79.56544799158358	79.20923825566855	66.23624096394738	65.74200347197062	69.55925224206086	75.34826778491356	65.13026899956776	45.21187134620313	80.19940409976151	81.99005123316654	90.74787814853747	90.74787814853747	85.20626357298617	69.32784444846838	41.828162093566135	50.39026827365496	121.82571923284664	0.35620973591503	12.972997291721171	13.823444519612963	10.006195749522718	4.217180206670022	19.91839765336463	-1.790647133405031	-8.757826915370927	-10.548474048775958	-5.006859473224665	10.871559651293126	25.924	15.469852788073169	11.320732501504784	10.95612683292016	10.73678835519458	54.50798880507661
 2.wav	u	0.81	153.7985061910922	630.515	1516.712	2773.423	79.8240885898404	79.33172191598521	68.44833641362732	66.61672167118752	70.16700621755189	77.36193037097546	65.33357663578316	45.48331927886866	80.44539843856647	82.04897806133246	91.8041523876279	91.8041523876279	86.21159565995242	72.4730313712096	42.03812505871561	50.40650807837529	117.93744387332177	0.4923666738551873	10.883385502357896	13.20736691865288	9.657082372288514	2.4621582188649427	19.850257356914497	-1.6035796227659915	-9.755174326295432	-11.358753949061423	-5.766197221385951	7.9723670673568705	26.077	24.29780902114848	14.932981707114125	13.175301855438482	12.578820994540418	55.149020881550086
 2.wav	u	0.815	154.3605036297549	638.861	1514.114	2789.676	80.02661109110096	79.41667544272046	70.4664490462153	67.41268995059562	69.83206806640713	81.60280102873668	64.44616777064236	49.18334086587902	80.63863396018016	82.08755326265444	92.73756989629976	92.73756989629976	86.17095548295266	76.60395233214457	42.192194811805976	50.426691042837575	119.46596467347173	0.6099356483804996	8.950226396505158	12.61392114050534	10.194543024693829	-1.5761899376357178	15.262826904763344	-1.4489193024742804	-10.650016633645322	-12.098935936119602	-5.532321522772506	4.034681628035585	28.152	23.95300212934984	16.950190828909374	14.615111020628833	13.598724277441221	55.717488102266444
 2.wav	u	0.82	154.75380773924562	643.992	1506.541	2801.191	80.15532079253998	79.41734532460423	71.85626152647968	68.08566631001032	67.94932616067685	83.1168455389336	64.24117439134571	50.4091457161681	80.76293654967427	82.06559190339802	93.50950457508262	93.50950457508262	84.5381463771811	77.92487202466765	42.29090582715896	50.31925304657085	120.55533703665604	0.7379754679357546	7.5610837981245425	12.069654482529657	12.205994631863135	-2.9615247463936214	13.832028675177611	-1.3026553537237504	-11.4439126716846	-12.74656802540835	-3.775209827506842	2.838064525006615	27.036	24.332501603691497	16.959935986923494	13.160364974129406	12.334380871574279	56.2184875347934
 2.wav	u	0.825	154.97093471479948	646.122	1478.347	2809.718	80.22954068854997	79.40229054744434	72.61160443717283	68.58528930273798	65.09708991687424	83.74979759745136	64.62002258725597	49.97603151374611	80.83898809937027	82.05660643987811	94.11669651193651	94.11669651193651	82.08779351239127	78.00342294006646	42.33766079417364	49.774550670763006	121.34228329920815	0.8272501411056368	6.790686110271508	11.644251385811998	15.132450771675735	-3.5202569089013878	14.643991073509866	-1.2176183405078405	-12.0600900720584	-13.277708412566241	-1.2488054130210031	2.835565159303812	31.111	28.979872271428754	18.630476547994416	13.631408567296926	13.247018881978693	56.65192400762045
 2.wav	u	0.83	155.07015175698845	645.393	1438.746	2821.435	80.2791406880213	79.42142985923218	72.79535625768965	68.98503269231462	66.36832382357478	83.79733272449585	65.0104475706784	49.149906237282764	80.89596796335827	82.10770199971304	94.615947078001	94.615947078001	83.81047839448833	77.17692631145262	42.34126744007277	49.04317615929039	122.36405248403317	0.8577108287891235	6.6260736015425294	11.294107995706682	13.910816864446517	-3.518192036474545	15.86054133339563	-1.2117340363547697	-12.508245078287956	-13.719979114642726	-2.9145104311300543	3.7190416519056555	32.408	34.40334991090312	20.937857629512614	15.809704327397798	15.67527283208058	57.027494693392924
 2.wav	u	0.835	155.09136706436968	644.489	1410.892	2844.988	80.33069341486616	79.47799801694904	72.92514453473521	69.3068044958688	67.59143267833069	83.14896578168786	65.09661377940276	48.65994748179762	80.95324569234954	82.18923016933678	95.00806952833841	95.00806952833841	85.34307416626714	75.63951264651534	42.33421073855624	48.56403242035726	124.37439179100282	0.8526953979171168	6.552853482213834	11.023888918997358	12.73926073653547	-2.8182723668217022	16.436666297605136	-1.235984476987241	-12.818839359001629	-14.05482383598887	-4.3898284739176034	5.313733045834198	29.702	35.26476400592215	22.474154211695257	19.451667059608745	19.233087963238887	57.345273415243064
 2.wav	u	0.84	155.04802507754775	645.304	1395.003	2865.816	80.36762416812945	79.56182530641833	73.36266506025235	69.53886221543969	68.54379958024018	82.4038783746622	64.88440042365698	48.64052383263048	80.99091127007183	82.27490609291314	95.30884867332361	95.30884867332361	86.52051483809467	74.30351979658894	42.33784072700265	48.298528074523254	126.14666971935618	0.8057988617111249	6.199160246165974	10.82876195268976	11.823824587889277	-2.036254206532746	16.243876591026506	-1.2839948228413078	-13.033942580410468	-14.317937403251776	-5.529603568022836	6.68739147348289	30.105	35.92765843124435	21.6727985568277	20.745348135106504	20.44107416335323	57.60843368860779
 2.wav	u	0.845	154.92191492229207	645.59	1382.851	2879.489	80.34285164425586	79.62498541412936	73.72000454134427	69.73108520015889	69.06595697167914	82.45943785545143	64.65557331728652	47.39026265114972	80.96654487572566	82.33878424896032	95.55112272238222	95.55112272238222	87.20668700883044	73.9407746217905	42.326587243853005	48.09076105386068	127.2843673099616	0.7178662301265035	5.904980872785089	10.611766444096972	11.276894672576717	-2.1165862111955676	17.265310666136806	-1.3722393732346632	-13.212338473421894	-14.584577846656558	-6.240142133104783	7.025770253935164	30.222	34.30880033828522	21.768876827389583	21.42514452748363	20.97364452558354	57.81231446954213
 2.wav	u	0.85	154.6965616132503	644.538	1372.943	2897.722	80.26798205527143	79.66065220504314	73.82649294099382	69.86078135673398	68.99273459399018	83.58302872443173	64.3978245455737	44.48445238016071	80.8931275680179	82.3806224766554	95.70115234250275	95.70115234250275	87.22649459428007	74.57298564676533	42.29016420264439	47.91031288600012	128.78983876000487	0.6073298502282967	5.834159264049319	10.407200698537451	11.275247461281253	-3.315046669160296	19.913372165412987	-1.4874949086375011	-13.320529865847348	-14.80802477448485	-6.333367026262167	6.320141921252571	33.767	32.276021819413906	20.628325966984853	20.31505922844259	19.938632504722	57.95682536749641
 2.wav	u	0.855	154.37321637036447	643.951	1363.593	2917.216	80.20489046045459	79.69642335706804	73.99175614194998	69.87560790395659	68.19939836950508	85.67594489112017	63.880847691742986	43.308708702866205	80.82984778838645	82.41470613263502	95.74604461448843	95.74604461448843	86.53796006673593	76.18147448797843	42.247526585249865	47.72975371446037	130.38010055027652	0.5084671033865504	5.704667215118064	10.329282556498	12.005492090949517	-5.471054430665575	20.57213898887678	-1.5848583442485733	-13.331338481853408	-14.91619682610198	-5.708112278349489	4.648373300408011	31.902	29.206931093053434	19.893377683367838	19.68941348096855	19.187827950846433	58.03961399991402
